"subject","network","condition","n_rois","metastability","synch_entropy","synch_entropy_raw"
"sub-006","DorsAttn","LSD",26,0.639751565201904,3.44094802267408,3.44094802267408
"sub-006","DorsAttn","PLCB",26,0.709589614921766,3.51063946982995,3.51063946982995
"sub-006","SalVentAttn","LSD",22,0.600526630352586,3.24770488167913,3.24770488167913
"sub-006","SalVentAttn","PLCB",22,0.538765796874106,2.98715127579909,2.98715127579909
"sub-006","Limbic","LSD",12,0.71561347514424,3.29633875724002,3.29633875724002
"sub-006","Limbic","PLCB",12,0.781265009840594,3.33483291753113,3.33483291753113
"sub-006","Cont","LSD",30,0.604176408965059,3.14386866775948,3.14386866775948
"sub-006","Cont","PLCB",30,0.581232832750259,3.1172807674521,3.1172807674521
"sub-006","Default","LSD",46,0.478508405915033,3.21916239359543,3.21916239359543
"sub-006","Default","PLCB",46,0.539801896146336,3.34754774393275,3.34754774393275
"sub-006","Subcortex","LSD",32,0.452598119833235,3.5123728430079,3.5123728430079
"sub-006","Subcortex","PLCB",32,0.526851277538449,3.62271909298231,3.62271909298231
"sub-009","Vis","LSD",29,0.466161714796738,3.35842390507258,3.35842390507258
"sub-009","Vis","PLCB",29,0.540907260100562,3.51537181664181,3.51537181664181
"sub-009","SomMot","LSD",35,0.629470128436,2.81382852096598,2.81382852096598
"sub-009","SomMot","PLCB",35,0.469805306219859,2.43194635832165,2.43194635832165
"sub-009","DorsAttn","LSD",26,0.611359823372675,3.38430443395223,3.38430443395223
"sub-009","DorsAttn","PLCB",26,0.544790439028667,3.23300643467815,3.23300643467815
"sub-009","SalVentAttn","LSD",22,0.615283176700289,3.13829824285921,3.13829824285921
"sub-009","SalVentAttn","PLCB",22,0.624345075478419,3.07124693810822,3.07124693810822
"sub-009","Limbic","LSD",12,0.810748448911535,2.98172517331579,2.98172517331579
"sub-009","Limbic","PLCB",12,0.757704874579071,2.93203694031431,2.93203694031431
"sub-009","Cont","LSD",30,0.686063959310437,3.39021170100086,3.39021170100086
"sub-009","Cont","PLCB",30,0.731006458391601,3.47054921193233,3.47054921193233
"sub-009","Default","LSD",46,0.651689391195315,3.34331979214067,3.34331979214067
"sub-009","Default","PLCB",46,0.664270433800915,3.34515929619332,3.34515929619332
"sub-009","Subcortex","LSD",32,0.782712887466234,2.71730444572892,2.71730444572892
"sub-009","Subcortex","PLCB",32,0.598205103294726,2.63666709686583,2.63666709686583
"sub-010","Vis","LSD",29,0.560071640752945,3.1976178141422,3.1976178141422
"sub-010","Vis","PLCB",29,0.503662295897543,3.0341858401813,3.0341858401813
"sub-010","SomMot","LSD",35,0.467591149961707,3.33310460051899,3.33310460051899
"sub-010","SomMot","PLCB",35,0.502966482405764,3.54412355804949,3.54412355804949
"sub-010","DorsAttn","LSD",26,0.589613289273858,3.41433795667612,3.41433795667612
"sub-010","DorsAttn","PLCB",26,0.522837143567443,3.35194919774855,3.35194919774855
"sub-010","SalVentAttn","LSD",22,0.600768429284484,3.18826474309689,3.18826474309689
"sub-010","SalVentAttn","PLCB",22,0.496973965766336,3.12823477019276,3.12823477019276
"sub-010","Limbic","LSD",12,0.769113577449792,3.59509473122458,3.59509473122458
"sub-010","Limbic","PLCB",12,0.643026446440225,3.5459464169289,3.5459464169289
"sub-010","Cont","LSD",30,0.652988074829063,3.25218856465015,3.25218856465015
"sub-010","Cont","PLCB",30,0.603507619297004,3.18418071872183,3.18418071872183
"sub-010","Default","LSD",46,0.584192126690999,3.53893861539663,3.53893861539663
"sub-010","Default","PLCB",46,0.521326363762252,3.5753025545362,3.5753025545362
"sub-010","Subcortex","LSD",32,0.56327432960726,3.60141431686732,3.60141431686732
"sub-010","Subcortex","PLCB",32,0.559603069225648,3.78950201130799,3.78950201130799
"sub-011","Vis","LSD",29,0.62900617354066,3.46814284673739,3.46814284673739
"sub-011","Vis","PLCB",29,0.528477119682284,3.39168411798669,3.39168411798669
"sub-011","SomMot","LSD",35,0.502302515566868,3.44895531346582,3.44895531346582
"sub-011","SomMot","PLCB",35,0.386567131596311,3.30421341990138,3.30421341990138
"sub-011","DorsAttn","LSD",26,0.53623508209866,3.66738795185943,3.66738795185943
"sub-011","DorsAttn","PLCB",26,0.436116292843271,3.642036265068,3.642036265068
"sub-011","SalVentAttn","LSD",22,0.633391399944718,3.2583811205179,3.2583811205179
"sub-011","SalVentAttn","PLCB",22,0.494360192971961,3.18491941843023,3.18491941843023
"sub-011","Limbic","LSD",12,0.830402140633283,3.17281744910378,3.17281744910378
"sub-011","Limbic","PLCB",12,0.668732735886865,3.03879262773657,3.03879262773657
"sub-011","Cont","LSD",30,0.649896191985272,3.43986349907504,3.43986349907504
"sub-011","Cont","PLCB",30,0.501440817186614,3.29574733955263,3.29574733955263
"sub-011","Default","LSD",46,0.662762857386038,3.47932669421441,3.47932669421441
"sub-011","Default","PLCB",46,0.571774019436769,3.50286968701848,3.50286968701848
"sub-011","Subcortex","LSD",32,0.668125720933297,3.31237838218314,3.31237838218314
"sub-011","Subcortex","PLCB",32,0.629429918607725,3.35412716619448,3.35412716619448
"sub-012","Vis","LSD",29,0.67388249936893,2.67590020090173,2.67590020090173
"sub-012","Vis","PLCB",29,0.799961667018193,2.60774907568616,2.60774907568616
"sub-012","SomMot","LSD",35,0.480720878477382,3.55778658440586,3.55778658440586
"sub-012","SomMot","PLCB",35,0.371198379741339,3.09350583187413,3.09350583187413
"sub-012","DorsAttn","LSD",26,0.506148757869175,2.18055350248564,2.18055350248564
"sub-012","DorsAttn","PLCB",26,0.742802102799252,2.18735796263203,2.18735796263203
"sub-012","SalVentAttn","LSD",22,0.519657465062847,3.31119421598167,3.31119421598167
"sub-012","SalVentAttn","PLCB",22,0.522306885942506,3.25315599309903,3.25315599309903
"sub-012","Limbic","LSD",12,0.592622068590113,3.20046028240498,3.20046028240498
"sub-012","Limbic","PLCB",12,0.709551834075271,3.26650696179357,3.26650696179357
"sub-012","Cont","LSD",30,0.508987468774076,3.45130818804482,3.45130818804482
"sub-012","Cont","PLCB",30,0.570550236771056,3.48283284796228,3.48283284796228
"sub-012","Default","LSD",46,0.563200567627118,3.05052782367187,3.05052782367187
"sub-012","Default","PLCB",46,0.699704926497848,3.09088315163426,3.09088315163426
"sub-012","Subcortex","LSD",32,0.57554795051857,3.45851430760512,3.45851430760512
"sub-012","Subcortex","PLCB",32,0.641417819423681,3.51308411594455,3.51308411594455
"sub-013","Vis","LSD",29,0.642767841045523,3.4752448454822,3.4752448454822
"sub-013","Vis","PLCB",29,0.647205980531246,3.34958891050013,3.34958891050013
"sub-013","SomMot","LSD",35,0.46473617246796,3.35610231046905,3.35610231046905
"sub-013","SomMot","PLCB",35,0.454968757167814,3.25016818014172,3.25016818014172
"sub-013","DorsAttn","LSD",26,0.581062953740869,3.42348733066057,3.42348733066057
"sub-013","DorsAttn","PLCB",26,0.535360323203907,3.17935399256556,3.17935399256556
"sub-013","SalVentAttn","LSD",22,0.534453980380362,3.31340709919408,3.31340709919408
"sub-013","SalVentAttn","PLCB",22,0.459468642510745,3.08970185747286,3.08970185747286
"sub-013","Limbic","LSD",12,0.792693947082747,2.73165154175314,2.73165154175314
"sub-013","Limbic","PLCB",12,0.783930936891293,2.61509431763404,2.61509431763404
"sub-013","Cont","LSD",30,0.612575142289016,3.26101975578826,3.26101975578826
"sub-013","Cont","PLCB",30,0.747551880298072,3.36160949159782,3.36160949159782
"sub-013","Default","LSD",46,0.621667274022397,3.37845181215202,3.37845181215202
"sub-013","Default","PLCB",46,0.745108155473754,3.49605221241803,3.49605221241803
"sub-013","Subcortex","LSD",32,0.598771000646505,3.11673511032175,3.11673511032175
"sub-013","Subcortex","PLCB",32,0.637714436283443,3.11764407100645,3.11764407100645
"sub-015","Vis","LSD",29,0.36084670181406,3.27251072568663,3.27251072568663
"sub-015","Vis","PLCB",29,0.515226850597584,3.51901385438064,3.51901385438064
"sub-015","SomMot","LSD",35,0.464028492704355,3.13918961392776,3.13918961392776
"sub-015","SomMot","PLCB",35,0.580479840552954,3.00657931843015,3.00657931843015
"sub-015","DorsAttn","LSD",26,0.420308882817215,3.40280835115326,3.40280835115326
"sub-015","DorsAttn","PLCB",26,0.52751283874664,3.47200538111597,3.47200538111597
"sub-015","SalVentAttn","LSD",22,0.416549195461827,3.29128929922347,3.29128929922347
"sub-015","SalVentAttn","PLCB",22,0.416970438232888,3.19617792286712,3.19617792286712
"sub-015","Limbic","LSD",12,0.70336456014117,3.38533362413267,3.38533362413267
"sub-015","Limbic","PLCB",12,0.705663415895573,3.37128558708911,3.37128558708911
"sub-015","Cont","LSD",30,0.541186733878576,3.65232962906786,3.65232962906786
"sub-015","Cont","PLCB",30,0.614207105495307,3.64125529302656,3.64125529302656
"sub-015","Default","LSD",46,0.506251345408786,3.451564872854,3.451564872854
"sub-015","Default","PLCB",46,0.675773981994304,3.66964697302936,3.66964697302936
"sub-015","Subcortex","LSD",32,0.529831083793639,3.31325271452478,3.31325271452478
"sub-015","Subcortex","PLCB",32,0.568404442651479,3.31403814245217,3.31403814245217
"sub-017","Vis","LSD",29,0.560240556716786,3.49723507142015,3.49723507142015
"sub-017","Vis","PLCB",29,0.53710671991235,3.63567831712745,3.63567831712745
"sub-017","SomMot","LSD",35,0.419583486567095,2.72672316376183,2.72672316376183
"sub-017","SomMot","PLCB",35,0.558242551022712,3.19796023080379,3.19796023080379
"sub-017","DorsAttn","LSD",26,0.483447351420519,3.40489609418922,3.40489609418922
"sub-017","DorsAttn","PLCB",26,0.506135076082575,3.67374178160739,3.67374178160739
"sub-017","SalVentAttn","LSD",22,0.397349043433577,2.90760375748181,2.90760375748181
"sub-017","SalVentAttn","PLCB",22,0.457950090244111,3.15909047961387,3.15909047961387
"sub-017","Limbic","LSD",12,0.734979598899731,3.3337753321505,3.3337753321505
"sub-017","Limbic","PLCB",12,0.57401827568853,3.23235283263113,3.23235283263113
"sub-017","Cont","LSD",30,0.598356340415375,3.32217197294574,3.32217197294574
"sub-017","Cont","PLCB",30,0.519682217438185,3.29798659580637,3.29798659580637
"sub-017","Default","LSD",46,0.551079180404179,3.4664050951597,3.4664050951597
"sub-017","Default","PLCB",46,0.559767104428155,3.73351659109166,3.73351659109166
"sub-017","Subcortex","LSD",32,0.566938036253722,2.88371459930322,2.88371459930322
"sub-017","Subcortex","PLCB",32,0.631610775360285,3.0926706466416,3.0926706466416
"sub-018","Vis","LSD",29,0.6104525535492,3.2831639176468,3.2831639176468
"sub-018","Vis","PLCB",29,0.677395771515547,3.18823157779625,3.18823157779625
"sub-018","SomMot","LSD",35,0.313625965048747,2.19028895795427,2.19028895795427
"sub-018","SomMot","PLCB",35,0.581631324638998,2.61488979472836,2.61488979472836
"sub-018","DorsAttn","LSD",26,0.414844778445908,3.31169650259691,3.31169650259691
"sub-018","DorsAttn","PLCB",26,0.605723978592208,3.52266937347646,3.52266937347646
"sub-018","SalVentAttn","LSD",22,0.393390022886628,3.50404415910473,3.50404415910473
"sub-018","SalVentAttn","PLCB",22,0.501423600369652,3.48844920343438,3.48844920343438
"sub-018","Limbic","LSD",12,0.657293372147058,3.42785570653979,3.42785570653979
"sub-018","Limbic","PLCB",12,0.758379149346193,3.29920345166433,3.29920345166433
"sub-018","Cont","LSD",30,0.588320359001672,3.44216648545871,3.44216648545871
"sub-018","Cont","PLCB",30,0.704209754322901,3.42170546825157,3.42170546825157
"sub-018","Default","LSD",46,0.614813839966709,3.599424059163,3.599424059163
"sub-018","Default","PLCB",46,0.636540730682788,3.37232567170135,3.37232567170135
"sub-018","Subcortex","LSD",32,0.572475001451767,3.60888519780274,3.60888519780274
"sub-018","Subcortex","PLCB",32,0.602244033328938,3.41239772935539,3.41239772935539
"sub-019","Vis","LSD",29,0.466376631437226,3.41110128754145,3.41110128754145
"sub-019","Vis","PLCB",29,0.540236858310454,3.52253543086526,3.52253543086526
"sub-019","SomMot","LSD",35,0.371987803880104,2.95143083540218,2.95143083540218
"sub-019","SomMot","PLCB",35,0.44862953667451,3.02162980955772,3.02162980955772
"sub-019","DorsAttn","LSD",26,0.525412920181785,3.29204104685975,3.29204104685975
"sub-019","DorsAttn","PLCB",26,0.597131485484701,3.37709826693536,3.37709826693536
"sub-019","SalVentAttn","LSD",22,0.490698331770528,3.32673152369201,3.32673152369201
"sub-019","SalVentAttn","PLCB",22,0.503334293664421,3.34524331431002,3.34524331431002
"sub-019","Limbic","LSD",12,0.75546538838942,3.20781302823577,3.20781302823577
"sub-019","Limbic","PLCB",12,0.800219532121768,3.20054799272679,3.20054799272679
"sub-019","Cont","LSD",30,0.664531733142929,3.27952675594634,3.27952675594634
"sub-019","Cont","PLCB",30,0.708736161093563,3.29677317008882,3.29677317008882
"sub-019","Default","LSD",46,0.641094417466954,3.27362947616029,3.27362947616029
"sub-019","Default","PLCB",46,0.639147080676568,3.23242093403973,3.23242093403973
"sub-019","Subcortex","LSD",32,0.589113949570696,2.97872421159468,2.97872421159468
"sub-019","Subcortex","PLCB",32,0.693424266196935,3.09151213398531,3.09151213398531
"sub-020","Vis","LSD",29,0.456758960088265,3.43016775998464,3.43016775998464
"sub-020","Vis","PLCB",29,0.450795670160096,3.5017400073801,3.5017400073801
"sub-020","SomMot","LSD",35,0.403296467764826,3.45135725417353,3.45135725417353
"sub-020","SomMot","PLCB",35,0.395684250181567,3.5627413038029,3.5627413038029
"sub-020","DorsAttn","LSD",26,0.510639109965122,3.56562408276868,3.56562408276868
"sub-020","DorsAttn","PLCB",26,0.458984071450961,3.52078584753847,3.52078584753847
"sub-020","SalVentAttn","LSD",22,0.476831045359772,3.48335694465602,3.48335694465602
"sub-020","SalVentAttn","PLCB",22,0.430295862421884,3.44907815685626,3.44907815685626
"sub-020","Limbic","LSD",12,0.835579710118121,3.36471409445601,3.36471409445601
"sub-020","Limbic","PLCB",12,0.562916848916166,2.94906357075731,2.94906357075731
"sub-020","Cont","LSD",30,0.665150625477329,3.41145376825435,3.41145376825435
"sub-020","Cont","PLCB",30,0.626996085350248,3.44159143403999,3.44159143403999
"sub-020","Default","LSD",46,0.664130024819238,3.5747663861667,3.5747663861667
"sub-020","Default","PLCB",46,0.565361280021114,3.49929022604438,3.49929022604438
"sub-020","Subcortex","LSD",32,0.618380043044505,3.45669569553182,3.45669569553182
"sub-020","Subcortex","PLCB",32,0.502084823662474,3.33096350714482,3.33096350714482
